video_id,category,Likes_Actual,Likes_Predicted
vOodS7E-SNc,Newsand Politics,605,3569
Vkuj0IaeH3s,Newsand Politics,1685,7326
5PR3Hn6cQ60,Howtoand Style,38178,28210
OImHUNVLlco,Newsand Politics,128,2360
2nJ3U5dzvPs,Music,2175,20543
v1j5ckZwKEQ,Entertainment,14509,23209
Yiq8YjQC6Rw,Entertainment,40398,34513
sxyotaytAS0,Newsand Politics,3929,25998
trWLY6NrS2Q,Filmand Animation,56361,68449
yAqHUwjnue4,Sports,3632,24491
sKLREPyI-dY,Entertainment,21600,26705
GGvP6e56ja4,Entertainment,16388,22063
yDiXQl7grPQ,Science and Technology,278743,582846
HgjVWV0Uw3M,Entertainment,2737,8773
J0jgpUIbMEo,Howtoand Style,3125,2466
#NAME?,Howtoand Style,4865,6477
UAdJvXMIlXc,Science and Technology,4276,2524
J0epg1oHGbM,Music,258667,114411
9m9oO84Q2fk,Sports,404031,387445
8nsWMmFYRqE,Music,150128,102331
tYF1dQRVS2c,Howtoand Style,1918,1831
JqfuKsoEEms,Entertainment,5008,220596
akTosGXl8pI,Entertainment,863,5986
RZfqUAZddmk,Howtoand Style,5139,5567
2v4-L4PkV9U,Gaming,115245,78147
MU29Wqg_BVo,Traveland Events,5508,10878
1ZXWwIjQnHs,Comedy,32895,57870
fyRwjMZFeJ4,Science and Technology,583,-638
Ba4j_q02FM4,Entertainment,25572,18434
S8e1yxXiODQ,Entertainment,66891,64454
7J4nN0Te9m8,Music,1269,19381
UieloIkLnnw,Petsand Animals,284,12917
EjW7WzozgI0,Music,62584,78230
pmMjkMtpnTc,Music,602018,483232
DEXfRMTRJss,Entertainment,11319,10453
n_W54baizX8,Music,604280,707622
aZdkR_WhA5Q,Comedy,48160,33207
5q4Z7HqxFM0,Peopleand Blogs,9608,11167
Jqh-XJovVJg,Comedy,21400,17479
vjSohj-Iclc,Science and Technology,79824,149553
NJAtY43vsl8,Entertainment,19305,29022
asiRHYuOP08,Music,50074,40689
yKVAhDbSito,Howtoand Style,203911,224575
k3uh0MJeypI,Comedy,120256,67079
ys6KVWA4okw,Entertainment,47602,54783
GrnswGtm_Sw,Sports,859,15085
beb8zCGMsbI,Comedy,60421,42446
0DVNtFA-_wA,Entertainment,2788,3124
eoBOueMfdcY,Newsand Politics,518,4805
weebcQPRGUE,Petsand Animals,3441,16989
BLts9UN_K3g,Gaming,3390,9767
I8caeFYzPxk,Comedy,82,4717
pwYa2LyCans,Peopleand Blogs,21154,32607
QWz3auJ78ik,Music,20538,27951
SW3X7-gk8q0,Music,36907,42705
fAWQ7qPsS3Y,Comedy,1937,6064
DEXfRMTRJss,Entertainment,15812,14026
4MYaA4WEo1Y,Newsand Politics,81,1891
3oXhLdeuxDw,Newsand Politics,9624,22080
bOzOMmHlQ3o,Comedy,157,5352
SJXXGL_8VcU,Entertainment,2278,4462
VaGcPRMY5UM,Music,89920,67647
lpFEpDPf490,Peopleand Blogs,21904,14234
jpH-8HiMCRI,Howtoand Style,12766,7950
7_FJUSBFbJM,Shows,30186,9774
0Q0_xFYpYL4,Science and Technology,23612,9341
TI5bEf-BULU,Entertainment,141716,282345
rQWZK5U233s,Music,46842,51566
vNfkwsj8RpQ,Entertainment,3201,7031
5fZiMNo5-uo,Gaming,51635,100385
15nf2EBBNu0,Science and Technology,1151,-832
hpapqEeb36k,Howtoand Style,36219,22048
f4FuOi9rvKw,Filmand Animation,86271,66223
oCAbvclXL6I,Entertainment,10674,8612
FO6My1joJVc,Entertainment,59397,42649
drg74wOy8z8,Filmand Animation,112,28553
t4pRQ0jn23Q,Entertainment,81040,78498
GhxqY5E_ASw,Entertainment,10201,20055
WyZz9muaKFc,Howtoand Style,107134,330380
nranUeNkXpM,Comedy,98046,86165
5iVxBDPlbc4,Entertainment,5721,6984
foImxGyOuQE,Entertainment,773,3742
Hq4jk71B1Hk,Howtoand Style,4470,6206
DV1OqgHb3jc,Howtoand Style,295301,287854
20DPgRoyQn0,Peopleand Blogs,106807,193071
2rx8VHNG-DE,Newsand Politics,193,2041
MsPOzYbEUqo,Peopleand Blogs,20238,16078
Gl_uGsdG4Do,Entertainment,32166,27475
uu99R0zAUEw,Sports,27436,46355
VKY5Ws1Ys1w,Music,402,19221
h8ycmroFQSs,Science and Technology,8909,4537
DZJod5hUqx4,Entertainment,6352,11521
NZ0ImXT1FZk,Petsand Animals,30675,44515
A_mlvG_nRsg,Sports,0,10524
VQbYbElYjK4,Newsand Politics,137,3360
8hYTPl7MkiA,Education,11020,6450
2WHcBwq2wHc,Sports,91545,74096
idD1C2-ISlo,Music,4259,21550
8LPVjHxXvJM,Comedy,141037,149794
_vrcsnkXCI8,Howtoand Style,31680,26606
g30Rhk82rmg,Filmand Animation,72577,117596
q8v9MvManKE,Filmand Animation,41515,49615
hiBPUpCJ7MQ,Entertainment,52822,76779
c47kn_Y4y8A,Science and Technology,33021,31422
7C2z4GqqS5E,Music,5386959,6063467
SDGHRQyZKes,Comedy,10308,10745
wtegEB9lvaA,Music,249,18467
eemkTcS0zsM,Howtoand Style,34792,35554
wT_yPn3LfNA,Peopleand Blogs,72506,67384
lBbSzQXQknw,Entertainment,41487,58589
feYykx3Fq-k,Petsand Animals,18338,23083
YI3tsmFsrOg,Education,163576,98893
bTfJa_Qb5T0,Howtoand Style,71245,48311
31Fbv9qRV7s,Comedy,5216,6824
pihJVwap7iI,Music,7936,23616
7vLYNDTqpvQ,Newsand Politics,1170,9047
FDbb28N7iI8,Peopleand Blogs,36883,27338
RBbkCEHBw_I,Howtoand Style,10612,15154
HPdmdO0ZxgA,Newsand Politics,42,1610
MMu-_KRZhwM,Comedy,23557,19580
eP33TkuI9vI,Music,25145,51767
rhhQS3ns6HU,Peopleand Blogs,580832,777504
WfPu9Jrcpuk,Music,154954,125346
iMg9ibfcBnM,Entertainment,5190,8444
bTfJa_Qb5T0,Howtoand Style,60314,37369
tIYJcjhINqA,Howtoand Style,34794,34348
qpkXi0-XkxI,Entertainment,14651,36700
z1Fvrmf4BXc,Entertainment,286189,232184
6SuMbFuKDf8,Music,131909,121661
pFc6I0rgmgY,Entertainment,21323,74705
vDtyaRoonx4,Sports,392469,392388
DzNwinmBawo,Peopleand Blogs,11593,32710
4ccN0eRaO7Y,Entertainment,5873,17390
asiRHYuOP08,Music,43578,37372
_rBaHuQi9gQ,Howtoand Style,20931,14024
2fxqFJsvus4,Entertainment,3385,13607
F3eSaEHSCu0,Entertainment,5877,8736
Ek3aeUhHaFY,Peopleand Blogs,109413,91739
AeB90B9__xM,Sports,4056,13223
eT4shwU4Yc4,Comedy,54689,35098
SV2sPlDLQtU,Filmand Animation,391,30511
8mQelXnPxUQ,Science and Technology,11797,7561
pH7VfJDq7f4,Education,10840,6315
QBL8IRJ5yHU,Howtoand Style,298978,236725
wgW2z_wXyOA,Entertainment,2384,19950
wI89nVn6LHk,Entertainment,19712,45466
0KRpcUAtg00,Howtoand Style,37405,19548
72Qahj0U0Lw,Newsand Politics,1333,8354
#NAME?,Science and Technology,40602,40148
lCT0OaVqIQE,Newsand Politics,3,1507
nNZrc_XvF30,Music,38082,49556
zxwfDlhJIpw,Peopleand Blogs,146981,253019
h3umdwK-oPs,Entertainment,64888,33638
mQ8sFRuDyiU,Entertainment,2103,4208
2nVPFdqejD0,Comedy,84517,52399
4iRJDDjejCI,Entertainment,51543,53636
_72fqgEevOo,Peopleand Blogs,6069,13748
H_cwo3NxUUA,Howtoand Style,40786,25850
RyH8TWLribw,Sports,10390,25479
XbxRqlHtKUE,Petsand Animals,61388,104201
mkpINSUnDpA,Entertainment,28926,61708
EJjh19zO1lk,Entertainment,29848,44097
AQxBqfy4Faw,Howtoand Style,15114,14224
rX61Rpc7zWg,Filmand Animation,1445,33596
1Znl8OUBa_o,Entertainment,271831,218099
7BdizVgHf8I,Entertainment,11459,14689
uKkbfxTHJGI,Music,60960,47020
zuRd_Eneuk8,Filmand Animation,15891,50042
lbOXPpVejJ0,Sports,1857,16025
2VggEmXPnGw,Peopleand Blogs,31687,27283
Qc9-dHabR2E,Entertainment,24451,15218
GEsK9GudV2M,Music,86309,50791
jkkinXnXErk,Howtoand Style,4713,4173
CJv0I-xYuC4,Entertainment,13934,25395
e89IWTGdIuQ,Sports,14,10682
Rq9-mW6HgQE,Entertainment,11616,23000
6tiphMs-dCY,Comedy,49594,27287
c8W-auqg024,Education,46360,40082
9WT7NU3Rwr0,Sports,89,10866
hDEc4ImIVHk,Newsand Politics,19034,76050
SPD1v_8RQUY,Filmand Animation,20573,54988
ZBXZojt6dpM,Education,5388,2254
dt7fU9H8tz8,Peopleand Blogs,51271,56744
NTN2gD9LJnU,Sports,4825,15996
6sHIq41sI-w,Music,392084,245429
JKP-rOESfMs,Gaming,14951,78368
DuRobNfQK5c,Newsand Politics,4442,3789
Jcghl0lbDSk,Entertainment,150087,88144
1DQ9UTz5j8o,Comedy,38747,27590
IYyjBXDyYLo,Entertainment,5542,7594
DzNwinmBawo,Peopleand Blogs,10505,27560
nDoQqQUa9C8,Petsand Animals,36151,85126
phGlo_TNDp0,Filmand Animation,55,28780
gob0unzEdRw,Entertainment,18940,36219
iDN7xlv3xxM,Entertainment,35192,20007
1PhPYr_9zRY,Peopleand Blogs,576817,313504
5jmaUAvUou4,Howtoand Style,31096,15227
Pxf8Bf1V0is,Entertainment,8184,6884
V_jU_ssWvc4,Comedy,10862,26437
M-Rl_kUU4vk,Howtoand Style,10192,8548
U9BwWKXjVaI,Music,765677,772088
4srOE3pCCo8,Sports,6749,21943
jYnEHDHp32E,Sports,2017,15145
VwAnsAUYnw4,Music,323716,261642
t0Ro2Yqs6mA,Newsand Politics,749,3154
n5IdKE3rhII,Howtoand Style,10225,6917
CJv0I-xYuC4,Entertainment,13821,25066
df7PZIVe1lw,Sports,138018,504963
6xUnndUTDBQ,Peopleand Blogs,24030,15179
cX-X_UFUyYE,Petsand Animals,2778,14878
KMTJrFPie6w,Comedy,1739,4305
q57eQqq9-IA,Gaming,7445,15032
REt-3P5h4Lo,Peopleand Blogs,58914,36415
LtBpvxdI1yQ,Entertainment,1140,5508
hX643KbiI4s,Entertainment,998,5015
Fr0wEsISRUw,Science and Technology,3027,8146
o9zRQijCN5w,Music,15395,25561
ZcCp7488puc,Music,118297,75706
bqFjyo7I8fY,Music,144982,94545
CbfnCflL4-E,Filmand Animation,2051,35164
S9KxqRUcnCU,Sports,842800,515341
ztLELdQDadE,Newsand Politics,85,2419
6fyE0B430Rc,Howtoand Style,18063,15080
vOKOamXsXYE,Music,30777,34097
ZKZwrlNHMkk,Peopleand Blogs,26377,43864
vsPTqR5778Q,Music,5101,20632
2a52cBN9qOA,Newsand Politics,12,1600
ZzO9skEYqwY,Science and Technology,1345,-797
XzzQL96yAwE,Comedy,13321,19043
UwbO_xb1-Xo,Peopleand Blogs,0,18708
OPHbqY9LHCs,Science and Technology,20752,26732
qXivpclxftM,Comedy,218858,158878
WKcYTvyoidw,Newsand Politics,1092,3306
#NAME?,Entertainment,36120,28273
V6ElE2xs48c,Shows,20529,5220
WACO9TqZEh0,Entertainment,14824,19385
fRFCXQ3HgdY,Sports,1036,14868
_1LdMWlNYS4,Science and Technology,46673,48173
0URpDxIjZrQ,Filmand Animation,80613,103121
K9kVsnTQh-g,Science and Technology,261,-286
bOzOMmHlQ3o,Comedy,119,4903
EbbL8NhdTQE,Filmand Animation,22205,39198
BFkTu8Y1KLs,Music,49729,65347
16a1LttU5qc,Howtoand Style,93059,64844
tCXGJQYZ9JA,Music,1838256,1490058
VW-5B_g8CrY,Newsand Politics,45,1625
B2YCf8dTkIM,Entertainment,7690,8927
TM8hwHtWSJg,Entertainment,3212,6031
OzKmR5BLdbQ,Newsand Politics,512,7987
4k9bXpi1tU4,Comedy,131931,81069
3shrder58iU,Peopleand Blogs,45663,62067
S74uFJHI6gM,Newsand Politics,78,1950
jxWJLs7_doc,Peopleand Blogs,87246,33171
c7cYON3uVZo,Entertainment,8138,33555
tn0hCTyj2Kc,Gaming,77408,105923
vFK7oWLWapc,Filmand Animation,10321,41200
Mhzmc7LRIGo,Howtoand Style,97111,82758
UhiXEgqhBWs,Music,41623,63020
Mjl4OReUX-c,Peopleand Blogs,8099,13310
beb8zCGMsbI,Comedy,48707,34605
HnYKhetlm3s,Entertainment,1462,8467
EQqIiTk2fy4,Peopleand Blogs,46432,52776
y8lFgF_IjPw,Filmand Animation,11818,40791
smjf3M6-1XE,Science and Technology,26462,21769
azFsk42kb5E,Entertainment,40736,34920
we5djgQwK9w,Howtoand Style,78358,78204
UgpL43chE-E,Entertainment,2133,8538
ufynqs_COF4,Music,473674,397702
DdLYSziSXII,Music,382902,317764
37R2_bvJjGM,Howtoand Style,22672,28065
-2wRFv-mScQ,Sports,11655,28522
jyUNW5p8Yno,Science and Technology,7047,3288
bw_ob5GFi6I,Music,307,18807
Da-2h2B4faU,Education,171636,85778
4L43VVORo5c,Science and Technology,6143,2768
lzZadh-D8Tk,Entertainment,1801,7983
ondQYFBvk6M,Newsand Politics,6121,28417
I8TVdFbFMg4,Science and Technology,13084,11436
mHd8Ug4ljN4,Entertainment,10987,15574
_r0cf42EUBw,Peopleand Blogs,139957,122807
pjTj-_55WZ8,Music,62178,52845
uLWBWUwIx64,Entertainment,18802,34665
enH3xA4mYcY,Filmand Animation,7066,53746
3FnV82JEGPI,Newsand Politics,230,3482
um-1fAVU1OQ,Science and Technology,83911,51642
T9KTTP7jrBo,Music,7902,22498
zFuOksI6AVg,Entertainment,12249,13349
4vZJn6r0dRw,Entertainment,42487,44818
-7_ATlZ-zMc,Sports,28252,79186
uVcvhKTVZ8g,Gaming,150437,139817
OQkfDJ2zVNo,Comedy,52749,123164
TYaf8GbVKXc,Newsand Politics,426,3354
gkvhlo4a5iQ,Education,21464,20593
fCuvR9LEczE,Entertainment,1061,4162
hbcH02YynOA,Howtoand Style,19859,57545
_Ihg1_3-0os,Music,12067,31690
GM1QDBvzm1Y,Entertainment,1394,125411
QRis1pHOhj4,Comedy,594,5508
jpH-8HiMCRI,Howtoand Style,14337,8949
8h7cnLWQKtM,Howtoand Style,11380,13632
gC3Y7SowqwA,Newsand Politics,93,3878
l2StCpw8z-s,Newsand Politics,13867,13757
LN-m0Ci8MZ8,Howtoand Style,57444,46293
AeVrH_3igzk,Newsand Politics,54,1579
ogfYd705cRs,Science and Technology,32827,54771
G63TF6OMa_8,Peopleand Blogs,15434,24044
0MyCrMrkMFo,Entertainment,16263,10113
hHFuZVGpBC0,Science and Technology,9926,9926
n_W54baizX8,Music,571933,556404
kWku5rgaJWM,Filmand Animation,1556,50951
Duc3F700lgE,Entertainment,11818,27764
suEeS2v334I,Music,4331,20464
TfiVD2_Quy4,Science and Technology,1587,-454
1oFQ76ctfS0,Peopleand Blogs,8308,13432
qNYhd5QtAlE,Entertainment,3218,7986
pKkf2KCc6xo,Entertainment,45791,191226
kjC1zmZo30U,Entertainment,40286,105519
DgaC0ytqdv4,Entertainment,6946,11724
#NAME?,Peopleand Blogs,129101,113967
QDr9YTkFNO4,Filmand Animation,74118,104921
v85VNXT0Euk,Sports,1747,17183
fEMxFSjmo5Q,Howtoand Style,29587,26448
4wIBCoxuOJ0,Education,16720,7791
1DRhHMy-D4E,Newsand Politics,713,3896
0vKkwJwL77Y,Filmand Animation,32994,63420
ESKmRiLjNpg,Newsand Politics,22013,39739
q1mE6MRHz6U,Petsand Animals,6624,17303
TteS6q20VUY,Science and Technology,1038,-161
w9JrUVI_h4I,Filmand Animation,37969,50292
KksXbA66RQQ,Entertainment,13316,18272
SwOZ0Dg_IQs,Entertainment,524,3357
p2hJxyF7mok,Traveland Events,2867,18150
QA2fKoT6Sig,Petsand Animals,2169,14445
bWZ_Z5dgrb0,Sports,2803,16798
M61Vt1C69JA,Entertainment,8687,13613
a30wbmGT3R4,Entertainment,750,4406
hEnWzvzVMaA,Entertainment,197847,147530
GjwjzIFcX7U,Entertainment,73272,55401
2AAUadR6Hjw,Sports,9106,25645
KpL6X856Y2E,Newsand Politics,1012,7603
hbcH02YynOA,Howtoand Style,21591,59106
1lGHZ5NMHRY,Science and Technology,46680,62816
sxxJug2Ob_A,Comedy,155602,85025
7DbslbKsQSk,Science and Technology,46076,46678
h3umdwK-oPs,Entertainment,48201,23456
2Nlo2ekTRvI,Filmand Animation,42395,91329
XzzQL96yAwE,Comedy,13507,19291
gs-iqvX6pOA,Howtoand Style,17323,20199
qpkXi0-XkxI,Entertainment,15255,39016
h_cfN1t3flE,Howtoand Style,47241,26894
ZAQs-ctOqXQ,Comedy,9600,13777
R_O5x0LNksM,Entertainment,14761,19878
4ccN0eRaO7Y,Entertainment,5957,17756
3mRjN1Focog,Peopleand Blogs,4486,8970
MuPL-PSMX0Q,Sports,391495,326391
m6lY1GXTu5M,Comedy,156034,60157
5530I_pYjbo,Howtoand Style,142740,66650
oLDbO545aKQ,Music,187497,112247
jlmNwjdYVnk,Music,32944,72832
3rIjcRK_BNU,Gaming,18884,27957
_0ovuLsnU1A,Entertainment,40658,75449
RYs08kX3Ih4,Howtoand Style,14303,7706
hXcoq5XDwyA,Gaming,4410,10180
qXivpclxftM,Comedy,188159,129913
UCrMn3LLMVU,Music,27096,39067
bXYkU5u5pzg,Sports,1100,15890
eljAjPH6zQI,Howtoand Style,42847,26454
KWDUojLbxn4,Entertainment,48033,41003
2pJlpCfueV0,Peopleand Blogs,17274,40605
RCRVve3V1IY,Petsand Animals,5777,18448
sk-DFZh1G1w,Petsand Animals,40804,85574
dUztYCMZYls,Gaming,17726,61963
NWQqJDGo4Z4,Music,2176,21605
3y75zBl37f8,Howtoand Style,31757,29910
HiQHcbFJv_o,Comedy,91748,48636
pFc6I0rgmgY,Entertainment,33075,110452
cUMQfRrqOs8,Howtoand Style,3818,3679
oqbmlVa7Nag,Newsand Politics,641,3920
Bju5Enu--80,Music,14838,23981
VRJmcxCrAOA,Sports,633707,357442
ZO4CMPCmFDE,Entertainment,40045,39524
D_6QmL6rExk,Music,1799861,807284
VfAOl67WcLY,Comedy,37779,27936
ARA0AxrnHdM,Science and Technology,7275,4686
RoIJtobSOqc,Filmand Animation,31698,74607
ZKWDCyVbnoM,Filmand Animation,17338,46728
4iN6uiOsCr0,Music,5653,31639
Wz_YwUpNOcw,Music,33932,62021
au8QGTiPhEw,Music,88406,96262
C0KnxhQMLBU,Sports,12912,51525
XbxRqlHtKUE,Petsand Animals,60292,101276
ZO4CMPCmFDE,Entertainment,36837,36547
h8hMvvP_Bdo,Peopleand Blogs,19849,20457
KUUjtUP2CrE,Music,50069,92584
Nr42pNrK5iU,Howtoand Style,8130,7225
wGjplV12k10,Sports,5626,34549
B3qT1k0r9pw,Music,46786,57462
b_lULj6v804,Sports,9011,51284
Xpv-sEKl1B4,Howtoand Style,50065,67523
vAh7jTAkCKc,Music,125574,97743
2QK6Usg2KT0,Entertainment,21969,35002
8gE6cek7F30,Howtoand Style,28910,13303
e77J4g0LMOk,Entertainment,99783,36469
wextSFa6rmI,Comedy,7269,9374
xGcrvGTMgkg,Comedy,2994,8314
SV2sPlDLQtU,Filmand Animation,384,30492
o2m06SDQJCI,Education,4140,5429
PAczA2saYWM,Howtoand Style,42260,39697
C7lQ_jqSqKQ,Entertainment,28924,30650
9r6NI9m_IxM,Music,2772,33538
E5yFcdPAGv0,Music,884549,660685
3BHcVPSD4p0,Newsand Politics,145,1539
_YSVbM1saXM,Music,58687,41748
2TCHVvJ73kM,Entertainment,28318,41554
D52qnC7dJcQ,Music,27294,43829
v1j5ckZwKEQ,Entertainment,15098,24117
oYe-QM8ZimI,Entertainment,48781,34851
nWzHaRM8jeo,Filmand Animation,8048,37968
oCAbvclXL6I,Entertainment,9228,7621
3Zew8pLSlwQ,Sports,4052,19081
1eKa8ju_b2A,Comedy,3464,4656
wylMwU1wEOM,Music,333235,235518
jGiqc3HSxEg,Education,13029,5869
QtNvvWsSsoE,Sports,42667,53655
n_W54baizX8,Music,599227,683628
C6SZa5U8sIg,Filmand Animation,319404,212284
tJfDBSWYqU8,Filmand Animation,32687,196583
H-WEhug-up8,Petsand Animals,30471,38636
Oyq8Di01nN8,Education,16611,27768
CwKp6Xhy3_4,Music,5263,26765
8ll04Zzw5UM,Music,202829,151966
8rQT3PWQoNI,Howtoand Style,1401,1101
zDz9s2AOTVE,Sports,62706,113151
lxSWRdgD4Ho,Entertainment,1334,5233
OUBx_raReDw,Sports,3577,33705
10fjaHpOeWo,Peopleand Blogs,3808,29764
9qlF_9PNhJs,Petsand Animals,18187,21495
MWb2vazaD28,Entertainment,97093,52504
mdaElUyT1Zo,Comedy,64,3850
5wKYV-9Tq1o,Entertainment,18390,12962
WBxwX1myxqc,Sports,4674,14785
UzeIb-TZo_I,Entertainment,19541,29921
TfHJJeiS-aI,Entertainment,1993,6598
Wz_YwUpNOcw,Music,35394,65288
3k6RD9zVvpE,Comedy,84031,36186
Bzu4G8uZs-4,Music,102960,53406
d6awT91VKUw,Entertainment,1853,6322
_EMxJMU1dCo,Howtoand Style,0,16945
9jRtpMKLsts,Gaming,206309,293842
1PhPYr_9zRY,Peopleand Blogs,634626,371511
Y6sVQu-6uL0,Peopleand Blogs,524,7394
U9w-yE3SvkY,Entertainment,5714,11906
_AghmSP95nI,Entertainment,1339,7745
a2bjPDkFR40,Entertainment,16884,16923
N7HFXgyTya0,Comedy,55672,30528
s32C3KAi0Nc,Newsand Politics,270,5318
_wNZbgBPz1Q,Filmand Animation,21278,48506
2XQPTtTv_O4,Education,7724,8317
HqwVFXyCfOI,Entertainment,12156,26411
KUXd7p_vd3w,Entertainment,16441,23520
zOgle88sKro,Education,21749,14038
n_W54baizX8,Music,555137,492470
13hdKXfku4M,Entertainment,806,3404
H14tqKZYhgg,Entertainment,808,88836
BdwJ0uXIV_U,Entertainment,19203,13415
83paNSKdfNM,Entertainment,7457,12915
Ji_4dH_FXzw,Sports,2187,23778
3WlhLmh7uiQ,Petsand Animals,24789,43803
e77J4g0LMOk,Entertainment,116937,46847
xBiB4CIq9FE,Howtoand Style,39306,35930
6SuMbFuKDf8,Music,436528,469056
EC5UCCnk59c,Sports,25571,39249
UfKmSfgFxi8,Entertainment,408385,212559
A4cASDml7Vk,Music,281,19637
RlSzahonkTk,Music,147610,78517
e2R0NSKtVA0,Peopleand Blogs,25551,37828
KksXbA66RQQ,Entertainment,12948,17498
Ah7ldw_WmtE,Comedy,33556,19849
Up09AUDzLVI,Science and Technology,10207,10857
oKuPJ7zF0_k,Entertainment,982,3400
n30k5CwLhS4,Film and Animation,715,29805
S6YYun90S8g,Autosand Vehicles,20829,66570
XCrJ3NflOpE,Science and Technology,4526,3117
ri1m5j_yq8A,Newsand Politics,1631,6779
OlGvjhLZDS8,Newsand Politics,3746,21770
nCMGU846iTI,Howtoand Style,11239,12642
AFZZNlog8sA,Music,387,18959
7FA21oJ3-hw,Entertainment,11943,23156
sTwiDhosVks,Entertainment,20374,22606
MaTSyJDoxPo,Howtoand Style,4753,3170
v8aY6AzObYQ,Comedy,68754,48862
nfbwPTsowEA,Entertainment,47008,27711
#NAME?,Music,19238,31723
WyZz9muaKFc,Howtoand Style,55220,132769
ShZ978fBl6Y,Music,30986,29325
OvHskUT3XTI,Peopleand Blogs,3001,8908
QY83PJXQYXc,Sports,1573,11877
MvIwx0JThsk,Music,179046,95867
7Tivcf-zIOU,Newsand Politics,19886,11436
Evz-ZQC8wss,Comedy,12429,15854
51cbHTKdILA,Music,16542,26178
GnGPAYvve1A,Entertainment,29781,73456
AiH3nDqWr9I,Filmand Animation,146295,242792
IYyjBXDyYLo,Entertainment,6966,9723
4MYaA4WEo1Y,Newsand Politics,180,2547
sfxilYIycTc,Howtoand Style,20903,14541
CX11yw6YL1w,Music,389030,403194
0NWKUHl6JLY,Gaming,13309,27159
tpa4kp4lK60,Science and Technology,194013,182708
8-fwdc3OSaU,Education,14153,11917
rz4Dd1I_fX0,Science and Technology,51684,21197
ZCEgDAYzyRw,Comedy,97972,68976
CP5Ro3oy-ec,Entertainment,25958,94879
#NAME?,Newsand Politics,411,4016
PHWAZNkqwN4,Music,16470,29305
6Rl7fQQRmtg,Entertainment,112425,96055
V8d6oQPQmX0,Entertainment,9733,17943
mIxlvVlOIS0,Music,63220,54012
ir-_cm0BaWc,Petsand Animals,41205,66566
74LFfWHc0oo,Entertainment,7069,12088
5GRyr0noXrw,Sports,493804,524793
XcUiOyKclOI,Music,4623,21664
9GqohosViw4,Science and Technology,45900,27042
bw5bbpxkBQQ,Comedy,6587,15187
vDyYMcjf500,Gaming,7711,14824
RF-Mqs2qC-M,Entertainment,232840,227695
fA8bw85NmlY,Entertainment,175,41596
bK0TEqDtkK4,Gaming,59350,52966
cr6H8ACWp4E,Entertainment,12412,16319
ycy30LIbq4w,Music,479433,264705
zTY7dvFJbXY,Music,35787,42162
nt00QzKuNVY,Science and Technology,26527,72347
6PXz2gNNR9o,Music,206,18868
fJJBAwiOjRI,Howtoand Style,10519,16524
lWDWVDu01P0,Science and Technology,1780,20177
VYOjWnS4cMY,Music,2183732,1786385
wbSwFU6tY1c,Science and Technology,358132,435242
p3Orma1SddQ,Howtoand Style,7708,6130
hbcH02YynOA,Howtoand Style,21956,59390
ldmDBJRARB4,Comedy,40954,47001
PCRgGZXDGCY,Sports,429,14684
Aopb6YZyeFU,Entertainment,14466,19939
oZm_N6aSU0E,Entertainment,9317,14260
JWH5KE1atAg,Music,28891,30479
2wbc8x-RHiY,Peopleand Blogs,12088,10801
WbgIREVg2JU,Howtoand Style,25605,18949
PABlVzeldaM,Newsand Politics,782,8966
PXAZ3KphJz4,Howtoand Style,13397,6509
f-xe1qxhcUI,Sports,56609,70806
yh1NAMi2oLg,Traveland Events,1157,38606
mmP1aHJjJ-U,Entertainment,19004,13443
Xpv-sEKl1B4,Howtoand Style,69053,90410
2in8XqiElwc,Music,178503,146376
4hrrK3rXrR0,Entertainment,10152,10996
FApBWHvUzMs,Comedy,30672,32762
cy9W-ZywVPc,Filmand Animation,190745,200323
MNiweoKXwfg,Entertainment,203,2822
ffgzh93MdQM,Petsand Animals,16949,34537
dAyg7C2-mjQ,Peopleand Blogs,13027,16939
XP32nDUMYS8,Music,24415,33101
Bs-Hr-gEJAU,Music,790001,491596
SEikcs2SbJA,Newsand Politics,1326,16929
oh0k_4SAXpM,Peopleand Blogs,54173,49135
VH-DA0YgHHU,Music,12616,25223
ilaSwO2fx40,Entertainment,1746,13905
t5_dSCu_mLY,Peopleand Blogs,568993,869264
DIBw9dSVKdU,Filmand Animation,291620,582359
G4BxOhJOmUw,Entertainment,38757,41747
Es9CfWMmPRU,Entertainment,20731,31890
8rbE3RssSEY,Comedy,9941,16228
iQp1_GfDhwQ,Music,84504,173441
fN5HV79_8B8,Entertainment,136078,112630
t_bnyOOFDNM,Entertainment,21723,87327
JqIkzS2wSz8,Entertainment,3847,6026
xL_qpDkF5A8,Entertainment,2665,7925
9WwKW2wIU-k,Newsand Politics,195,2175
Pfat40RFnc4,Education,5600,4774
givBfOQ47OE,Comedy,715,4067
dV_UXo8LiWk,Entertainment,11506,15454
paxgKBUK4wQ,Filmand Animation,76463,138164
Zq5ESvmKagc,Music,203363,120865
PV_GHHXy7Po,Howtoand Style,73320,47877
0EQuVfP-vXs,Entertainment,518,6813
a2bjPDkFR40,Entertainment,17486,17999
bqgVB6Vl-lI,Entertainment,4836,7614
z0UNp33SUTE,Science and Technology,3089,3103
#NAME?,Science and Technology,52468,27245
UzQP7u-IOxg,Sports,8564,29861
hlGm5tse8ek,Newsand Politics,1776,14626
5g20u8EfMdg,Education,19202,29346
ryr75N0nki0,Music,654898,456795
eKFrZNXB29M,Entertainment,24279,11214
ZYKUXMAou3Q,Nonprofitsand Activism,3527,5110
